userId,Movie_id,Movie_Title,Rating,Votes,timestamp
239,239,Aag Ka Gola,4.8,101,964982903
242,242,Aag Ka Toofaan,4.8,21,964982563
243,243,Aag Ke Sholay,3.4,7,964982791
247,247,Aag Se Khelenge,5,52,964981747
253,253,Aage Maut Peeche Maut,3.1,7,964982400
255,255,Aagey Se Right,5,381,964982838
257,257,Aaghaaz,4.2,274,964982838
260,260,Aah,7.2,275,964981710
264,264,Aahuti,6,25,964982653
270,270,Aaina,6,448,964982838
271,271,Aaina,6.8,94,964982588
275,275,Aaj,5.5,281,964981725
277,277,Aaj Aur Kal,5.6,52,964982529
280,280,Aaj Ka Andha Kanoon,3.1,15,964982876
281,281,Aaj Ka Arjun,4.7,586,964982791
282,282,Aaj Ka Daur,5.1,40,964982791
285,285,Aaj Ka Goonda Raaj,5.3,144,964982838
293,293,Aaj Ka Mahaatma,3.5,23,964981725
297,297,Aaj Ka Ravan,4.3,31,964981710
299,299,Aaj Ka Samson,3.1,14,964981680
302,302,Aaj Kaa M.L.A. Ram Avtar,5.8,65,964981710
304,304,Aaj Ke Angaarey,5,26,964981775
305,305,Aaj Ke Shahenshah,3.3,15,964982989
307,307,Aaj Ki Awaz,5.6,79,964982310
323,323,Aaja Meri Jaan,4.4,30,964983664
324,324,Aaja Nachle,6.2,"2,998",964983263
326,326,Aaja Sanam,6.7,14,964983546
333,333,Aakhree Raasta,7.1,"1,283",964983861
334,334,Aakhri Adaalat,5.2,78,964982462
335,335,Aakhri Baazi,4.1,53,964983123
336,336,Aakhri Badla,5,21,964983094
346,346,Aakhri Ghulam,4.9,34,964981093
350,350,Aakhri Kasam,6.3,7,964982310
351,351,Aakhri Khat,6.9,122,964982513
361,361,Aakhri Sangam,7.3,39,964982242
362,362,Aakhri Sanghursh,2.8,17,964982620
364,364,Aakraman,6.3,44,964983414
367,367,Aakrosh,7.9,887,964982588
368,368,Aakrosh,7,"3,464",964984169
370,370,Aalaap,5.4,26,965719662
371,371,Aalavandhan,7.2,"2,192",964981278
373,373,Aalwar,3,922,964982328
374,374,Aamaar Bhuvan,7.7,72,964982242
375,375,Aamdani Atthanni Kharcha Rupaiya,4.8,"1,238",964981265
376,376,Aamir,7.7,"10,862",964981888
378,378,Aamne - Saamne,6.5,81,964983000
379,379,Aamne Samne,6.4,53,964981144
382,382,Aan Aur Shaan,6.4,37,964983080
385,385,Aan Milo Sajna,6.4,211,964982588
386,386,Aan: Men at Work,5.7,"2,907",964980523
387,387,Aanch,5.6,102,964982377
388,388,Aanchal,6.4,58,964982620
392,392,Aandhi,8.1,"1,406",964983393
395,395,Aandhi-Toofan,6.1,49,964983414
396,396,Aandhiyan,7.4,30,964983393
397,397,Aandhiyan,4.8,38,964983426
401,401,Aani Maani,6.6,15,964981855
408,408,Aankhen,6.7,"1,898",964980985
410,410,Aankhen,7.4,"12,574",964983414
413,413,Aankhon Aankhon Mein,6.4,28,964982703
416,416,Aansoo Aur Muskan,6.5,24,964981710
426,426,Aao Pyaar Karen,4.2,160,964980523
427,427,Aao Wish Karein,5.1,584,964980868
428,428,Aap Aye Bahaar Ayee,6.6,80,964981680
429,429,Aap Beati,5.7,32,964982703
435,435,Aap Ki Kasam,7,420,964982290
436,436,Aap Ki Khatir,6.3,27,964981872
437,437,Aap Ki Khatir,3.6,863,964982176
439,439,Aap Ki Parchhaiyan,6.3,39,964982191
441,441,Aap Mujhe Achche Lagne Lage,3.1,"2,366",964981888
444,444,Aap To Aise Na The,5.6,38,964983282
446,446,Aapas Ki Baat,5.2,17,964983034
447,447,Aapko Pehle Bhi Kahin Dekha Hai,4.5,273,964982495
449,449,Aar Paar,6.1,44,964982271
451,451,Aar Ya Paar,6.1,230,964982242
452,452,Aarakshan,6.2,"5,170",964980896
458,458,Aarop,6.7,13,964983762
459,459,Aar-Paar,6.6,250,964982791
460,460,Aarti,6.6,67,964981208
462,462,Aarya,4.6,191,964984086
466,466,Aarzoo,5.4,"1,445",964981872
472,472,Aasha,6.5,23,964983873
473,473,Aasha,5.3,199,964982495
475,475,Aashayein,7.1,"1,259",964983504
479,479,Aashiq,6.7,64,964981093
480,480,Aashiq,3.8,403,964983108
481,481,Aashiq Banaya Aapne: Love Takes Over,4.3,"1,569",964981107
482,482,Aashiq Hoon Baharon Ka,5.5,85,964983536
484,484,Aashiqui,6.3,"1,661",964983484
485,485,Aashiqui 2,7,"27,357",964981799
486,486,Aashiqui.In,3.7,61,964981799
487,487,Aashirwad,7.3,203,964982328
488,488,Aashmani Jawaharat,6.1,10,964984054
489,489,Aasma,5.2,8,964981144
490,490,Aasma: The Sky Is the Limit,3.8,46,964981725
492,492,Aasmaan,4.8,12,964981775
493,493,Aasmaan Mahal,5.5,6,964982271
494,494,Aasmaan Se Gira,6.8,56,964980668
495,495,Aasoo Bane Angaarey,4.5,88,964980683
496,496,Aasra,7.2,32,964982271
499,499,Aastha: In the Prison of Spring,6.4,172,964981589
500,500,Aatank,3.9,99,964983737
501,501,Aatank Hi Aatank,5.2,776,964981909
503,503,Aathi,4.4,"2,166",964982363
505,505,Aatish,4.5,16,964982417
506,506,Aatish: Feel the Fire,5.8,735,964980694
507,507,Aatma,4.2,79,964981855
508,508,Aatma,3.8,623,964981220
512,512,Aavida Maa Aavide,6.4,170,964982903
513,513,Aavishkar,7,213,964984002
514,514,Aawaz,5.1,7,1445714835
518,518,Aaya Toofan,6.1,14,1445715029
519,519,Aaya Toofan,5.4,31,1445715228
522,522,Aaye Din Bahar Ke,6.6,109,1445714885
524,524,Aazaan,4.4,346,1445714952
525,525,Aazmayish,5,35,1445714960
526,526,Ab Ayega Mazaa,6.6,85,1445715013
529,529,Ab Dilli Dur Nahin,7.6,80,1445715064
530,530,Ab Hoga Dharna Unlimited,4,6,1445715141
531,531,Ab Insaf Hoga,4.8,32,1445714980
537,537,Ab Tak Chhappan,7.8,"8,379",1445715154
538,538,Ab Tak Chhappan 2,5.8,"1,344",1445714974
539,539,Ab To Aaja Saajan Mere,4,6,1445714926
541,541,Ab Tumhare Hawale Watan Saathiyo,4.6,"1,494",1445714941
544,544,Ab... Bas!,3.2,74,1445714841
546,546,ABCD (Any Body Can Dance),6.3,"6,458",1445715340
549,549,Abdullah,6.4,189,1445715172
551,551,Abe Hayat,4.8,21,1445715166
553,553,Abhay,7,64,1445715189
556,556,Abhi To Jee Lein,5.4,10,1445714891
560,560,Abhilasha,6.8,24,1445714938
563,563,Abhimaan,7.9,"2,665",1445714874
565,565,Abhimanyu,7,326,1445714966
566,566,Abhimanyu,4.6,28,1445715145
568,568,Abhinetri,6.7,70,1445714882
576,576,Abodh,5.8,109,1445715276
582,582,Accident on Hill Road,4,284,1445714854
583,583,Achanak,6.8,213,1445715272
584,584,Achanak,4,245,1445714851
591,591,Achhut Kanya,6.5,114,1306463578
592,592,Acid Factory,5,677,1306464275
594,594,Action,4.5,858,1306463619
596,596,Action Jackson,3.3,"3,461",1306464228
598,598,Action Replayy,4.2,"5,814",1306463595
602,602,Ada... A Way of Life,3.6,49,1306463611
606,606,Adalat,6.9,36,1306463567
607,607,Adalat,6.4,284,1306463627
616,616,Adhi Raat Ke Baad,6.6,28,1306464216
618,618,Adhikar,6.7,13,1306463569
622,622,Adhipathi,5.4,533,1306463624
627,627,Adhura Sapna,4.7,11,1306463323
634,634,Adhurs,6.8,"2,393",1306464189
636,636,Adi Shankaracharya,7.3,240,1306463561
639,639,Adil-E-Jahangir,5,8,1306464003
641,641,Adisaya Piravi,6.9,335,1306464175
649,649,Adrishya,3.3,102,1306463572
650,650,Adutha Varisu,5.5,76,1306464261
651,651,Adventure Kids Hindi Film,6.6,12,1306463559
652,652,Adventures of Aladdin,4.7,7,1306463631
653,653,Adventures of Ali-Baba and the Forty Thieves,6.2,506,1306464293
655,655,Adventures of Tarzan,4.6,140,1306463925
657,657,Ae Dil Hai Mushkil,5.8,"21,661",1306464054
660,660,Aetbaar,4.6,"1,013",1306463638
663,663,Aflatoon,4.5,"1,261",1306463603
670,670,Africadalli Sheela,6.6,18,1306464245
671,671,Afsana,6.5,12,1306463770
672,672,Afsana,7.8,57,1306464284
673,673,Afsana Dilwalon Ka,3.6,"1,025",1306463718
674,674,Afsana Pyar Ka,5.9,783,1306463708
675,675,Afsar,7.1,19,1306464021
678,678,After the Third Bell,6.3,43,1306463825
683,683,Agar Tum Na Hote,6.4,152,1306464204
685,685,Agathiyar,6.6,30,1306463670
689,689,Agent Vinod,5.7,84,1306464036
690,690,Agent Vinod,5.2,"7,210",1306463684
693,693,Aghaat,7.1,120,1306463993
695,695,Agnee,5.1,29,1306463815
696,696,Agnee Morcha,3.1,14,1306464164
697,697,Agneekaal,5.6,26,986935199
698,698,Agneepath,7.7,"8,500",945173447
699,699,Agneepath,6.9,"22,895",986935047
700,700,Agni IPS,7.8,33,945173425
703,703,Agni Pareeksha,6,22,964622786
707,707,Agni Sakshi,6.1,684,964538444
708,708,Agnichakra,3.6,53,986848784
710,710,Agniputra,4.6,24,964622758
711,711,Agnivarsha: The Fire and the Rain,4.6,361,986848920
714,714,Agreement,6.2,19,945078571
715,715,Agyaat,2.9,620,945078428
716,716,Ahaan,7.2,213,964622565
718,718,Ahankaar,5.9,53,945079259
721,721,Ahinsa,4.1,10,945079078
724,724,Ahista Ahista,7,45,945629040
725,725,Ahista Ahista,7,"1,491",964622684
727,727,Ahsaas,5.7,38,945173513
732,732,Airlift,8,"53,897",986848894
737,737,Aisa Yeh Jahaan,6.6,52,945079259
739,739,Aisha,5,"3,953",964538468
740,740,Aisi Bhi Kya Jaldi Hai,6.6,68,945173350
741,741,Aisi Deewangi,4.1,7,945079182
742,742,Aitbaar,6.9,149,964538500
743,743,Aitraaz,6.6,"9,721",945629063
744,744,Aiyaary,5.3,"4,167",964622786
746,746,Aiyyaa,4.4,"1,765",986934901
747,747,Ajab Gazabb Love,4.2,520,964623306
748,748,Ajab Prem Ki Ghazab Kahani,6.4,"13,194",945078690
749,749,Ajab Singh Ki Gajab Kahani,5.8,52,945078467
752,752,Ajanabee,6.5,174,986934915
753,753,Ajay,3.7,187,986848828
756,756,Ajeeb Daastaans,6.7,"4,133",945079259
762,762,Ajji,6.9,973,945174290
763,763,Ajnabee,6.4,"8,164",945079872
767,767,Ajooba,5.3,"1,214",945079106
769,769,AK 47,5,39,945078636
770,770,AK vs AK,6.9,"12,429",964538832
772,772,Akaash Vani,6.3,"1,857",945079301
780,780,Akashdeep,6.6,32,945079670
783,783,Akayla,5,421,964539986
784,784,Akbar Saleem Anarkali,7.7,38,986848609
789,789,Akela the Alone,5.5,10,945078587
790,790,Akele Hum Akele Tum,7,"4,780",964540008
791,791,Akeli,5.6,11,945079906
796,796,Akhiyon Se Goli Maare,5.1,881,986935230
797,797,Akhri Muqabla,5.3,13,945078601
801,801,Aks,5.8,"1,627",945079106
802,802,Aksar,4.8,"1,152",964622714
803,803,Aksar 2,3.6,417,964623347
806,806,Alaap,6.7,327,945079653
807,807,Aladdin and the Wonderful Lamp,5.9,15,945078446
810,810,Aladin,4.6,"2,839",945079837
811,811,Alag Alag,6.4,86,945173902
812,812,Alag: He Is Different.... He Is Alone...,3.8,"1,172",945173989
813,813,Alajh Palajh,6.9,7,945173902
818,818,Alam Ara,6.8,8,945079670
820,820,Alavuddinum Athbutha Vilakkum,6.6,161,945079521
821,821,Albela,3.7,737,945173602
822,822,Albela,7,82,964538571
831,831,Albert Pinto Ko Gussa Kyon Ata Hai,7.5,428,986849085
832,832,Albert Pinto Ko Gussa Kyun Aata Hai?,5.5,349,945079232
834,834,Alex's Strip,5.9,37,945173654
837,837,Ali Baba and 40 Thieves,6.4,14,964540578
842,842,Alibaba and 40 Thieves,6.2,46,986934819
846,846,Alibaba Marjinaa,6.7,27,945079483
850,850,Alif,6.5,137,945173692
852,852,Alif-Laila,6.3,11,945078946
853,853,Aligarh,7.8,"6,402",986934696
861,861,All Is Well,3.8,"1,513",945079259
862,862,All Ladies Do It,7.9,384,964539723
863,863,All Rounder,4.8,31,964538500
864,864,All the Best: Fun Begins,6.2,"5,786",964539723
872,872,Allah Ke Banday,6.1,303,986934625
873,873,Allah Meharban To Gadha Pehalwan,4.3,7,964539180
874,874,Allah-Rakha,5.4,132,964778513
876,876,Alone,3.7,"1,622",964538500
879,879,Always Kabhi Kabhi,4,"1,295",964538763
883,883,Amaanat,4.7,552,964538763
885,885,Aman,6.5,41,964538728
886,886,Aman Ke Farishtey,6.6,23,945078967
889,889,Amanush,7,232,945174025
890,890,Amar,6.8,162,964539205
891,891,Amar Deep,6.6,38,945079729
894,894,Amar Jyoti,6.1,17,964539961
903,903,Amar Prem,8.2,"1,592",964539326
904,904,Amar Prem,4.4,25,945174008
906,906,Amar Rahe Ye Pyar,6.5,14,964538728
913,913,Amar Shakti,4.9,16,964622684
917,917,"Amar, Akbar and Anthony",7.5,"7,336",986849037
920,920,Amavas,2.8,308,986934832
923,923,Amba,4.2,41,945079653
928,928,Amber,6.9,65,945078690
930,930,Amdavad Junction,4.4,16,945079653
935,935,American Desi,6.6,"1,585",964538763
936,936,Amir Garib,6.6,90,945078467
938,938,Amiri Garibi,4.9,47,945173766
940,940,Amit Sahni Ki List,5.4,347,945079767
942,942,Amma,6.2,11,945173492
943,943,Amma Nagamma,5.6,7,964622830
944,944,Ammaa Ki Boli,8.1,871,945079790
950,950,Amrapali,6.6,194,986935244
952,952,Amrit,7,169,945079906
959,959,Amu,7.3,856,945079837
964,964,An Evening in Paris,6.9,328,964622758
967,967,An Insignificant Man,8.7,"1,928",945629015
976,976,Anaarkali of Aarah,5.9,"1,636",945079956
979,979,Anamika,7.1,278,945079889
981,981,Anand,8.3,"31,937",945079143
986,986,Anand Math,7.6,85,964539357
987,987,Ananda Ashram,7.1,140,945174134
993,993,Anari,7.9,740,986849001
994,994,Anari,4.8,429,964622642
995,995,Anari,6.2,36,964622617
996,996,Anari No. 1,5,636,964539431
998,998,Anarkali,7.2,72,945629179
1000,1000,Anatomy of Violence,5.4,54,964540505
1004,1004,Andaaz,5.3,"2,359",964622714
1006,1006,Andaz,7.2,498,986934786
1007,1007,Andaz,6.7,275,986934870
1008,1008,Andaz,4.4,402,945079653
1009,1009,Andaz Apna Apna,8.1,"50,810",964622684
1013,1013,Andha Bichar,6.8,16,945078967
1015,1015,Andha Oru Nimidam,6.8,53,986934786
1017,1017,Andhaa Kaanoon,6.1,666,945078690
1019,1019,Andhadhun,8.2,"77,901",945079052
1023,1023,Andhera,5.1,30,945079521
1027,1027,Andheri Raat Mein Diya Tere Haath Mein,6.8,56,986935016
1029,1029,Andhi Gali,5.5,13,986935328
1033,1033,Andolan,5,249,986934738
1038,1038,Angaar,6.4,297,964539855
1042,1042,Angaara,4.3,30,945174008
1043,1043,Angaaray,5.3,793,945079729
1049,1049,Angel,6.3,84,964540008
1050,1050,Angoor,8.3,"4,924",945629238
1051,1051,Angoor,6.1,53,964622590
1056,1056,Angrakshak,4.4,167,964538964
1058,1058,Angrezi Medium,7.3,"11,700",945078467
1059,1059,Angry Indian Goddesses,7,"2,749",964622590
1062,1062,Angulimaal,6.1,28,945079164
1063,1063,Anhonee,7.2,77,964623306
1064,1064,Anhonee,7.1,40,986935302
1066,1066,Anita,6.4,120,945079858
1072,1072,Anjaam,5.3,12,945173385
1073,1073,Anjaam,6.9,"6,093",945078863
1078,1078,Anjaana,5.6,48,964622684
1079,1079,Anjaana Anjaani,5.8,"6,416",986848894
1083,1083,Anjaane: The Unkown,3.9,71,945079790
1088,1088,Anjan Hai Koyee,5.8,12,945079013
1092,1092,Anjaneya,3.4,363,945078542
1093,1093,Anjaneyulu,4.8,324,964539986
1097,1097,Ankahee,7.1,109,964778621
1098,1098,Ankahee,4.1,366,945173553
1103,1103,Ankhen,7.2,325,964539628
1104,1104,Ankhon Dekhi,8,"10,673",945078814
1105,1105,Ankhon Mein Tum Ho,5.5,46,964539140
1106,1106,Ankur Arora Murder Case,6.5,"1,823",986935016
1108,1108,Ankur: The Seedling,8,"1,185",945078708
1109,1109,Ankush,7.5,398,986934870
1111,1111,Anmol,5.6,128,945078528
1112,1112,Anmol Ghadi,7.3,63,945078946
1116,1116,Anmol Sitaare,7,5,986848610
1117,1117,Anmol Tasveer,7.9,9,986936200
1118,1118,Anna,4.9,43,945079920
1122,1122,Annai Velankanni,7.1,29,986934884
1123,1123,Annamalai,7.7,"1,765",964778197
1126,1126,Anokha,4.9,18,964622487
1129,1129,Anokha Aspatal,6.3,13,964539121
1130,1130,Anokha Bandhan,7.4,94,964538930
1135,1135,Anokha Milan,6.3,19,964539771
1137,1137,Anokha Moti,6.9,16,964539828
1142,1142,Anokhe Amar Shaheed Baba Deep Singh Ji,6.6,9,964623306
1143,1143,Anokhi Ada,6.4,26,986934498
1144,1144,Anokhi Ada,4.5,44,964622758
1150,1150,Anokhi Raat,7.3,94,964538329
1153,1153,Anpadh,6.6,105,964539395
1155,1155,Ansh: The Deadly Part,6.3,51,986849238
1156,1156,Ansoo Ban Gaye Phool,7.2,26,964538243
1160,1160,Antardwand,7.3,656,986848908
1161,1161,Antarnaad,5.5,109,964538351
1162,1162,Antenna,7.1,7,986849212
1164,1164,Anth,4.4,124,986935199
1165,1165,Anthony Kaun Hai?,5.2,617,964539085
1168,1168,Anubhav,6.7,137,986936207
1171,1171,Anubhav: An Experience,3.4,11,986849180
1174,1174,Anupama,7.4,416,986934465
1175,1175,Anuraag,6.6,115,986849149
1177,1177,Anuradha,6.6,196,986849164
1181,1181,Anuranan,6.7,376,986849130
1182,1182,Anurodh,6.8,160,986934819
1183,1183,Anwar,6.6,904,986849254
1184,1184,Any Body Can Dance 2,5.4,"5,733",986848856
1189,1189,Apaatkaal,5.7,6,986849180
1190,1190,Apaharan,7.4,"4,384",986849201
1194,1194,Apartment: Rent at Your Own Risk,3.5,231,986849226
1198,1198,Apna Asmaan,6.2,164,986849149
1210,1210,Apna Haath Jagannath,6.8,25,986848753
1215,1215,Apna Sapna Money Money,5.3,"1,921",986848665
1216,1216,Apnapan,6.5,75,986934901
1218,1218,Apne,6,"2,868",986848685
1223,1223,Apne Dam Par,5.6,43,986848700
1224,1224,Apne Dushman,6.2,13,1007569424
1226,1226,Apne Paraye,6.8,164,986848685
1228,1228,Apne Rang Hazaar,6.1,14,1007574542
1233,1233,Apradh,6.8,71,1007569465
1236,1236,Apradhi,7.3,6,1007569424
1239,1239,Apradhi Kaun?,7.5,68,1007574470
1242,1242,April Fool,6.1,32,1007569465
1254,1254,Aradhana,7.6,"1,722",1007569586
1255,1255,Aranyaka,6.5,50,1007574509
1259,1259,Ardh Satya,8.2,"1,599",1007569586
1262,1262,Arjun,7.2,866,1007574532
1264,1264,Arjun Devaa,3.6,21,1007569445
1266,1266,Arjun Pandit,5.2,797,1007569445
1267,1267,Arjun Patiala,4.3,"1,204",1007574532
1269,1269,Arjun: The Warrior Prince,6.8,"1,534",1007569465
1270,1270,Armaan,6.8,19,1007569424
1272,1272,Armaan,5.2,"1,096",847434962
1275,1275,Army,4.3,"1,614",847435238
1276,1276,Arohan,5.3,9,847434881
1277,1277,Around the World,6.3,97,847435292
1278,1278,Arpan,6.2,74,847434961
1283,1283,Arth,7.9,"1,308",847434881
1285,1285,Article 15,8.2,"25,706",847435238
1286,1286,Arvind Desai Ki Ajeeb Dastaan,6.9,137,847434880
1287,1287,Aryan,7,283,847434748
1288,1288,Aryan: Unbreakable,4.4,307,847434802
1291,1291,Arzoo,7,49,847435292
1292,1292,Arzoo,7.1,243,847435337
1294,1294,Asambhav,3.4,577,847435292
1296,1296,Asana Travelogue,6.7,81,847435238
1299,1299,Ascharyachakit!,4.9,542,847435129
1304,1304,Asha Jyoti,6.3,44,847435311
1305,1305,Ashaant,5.2,522,847435311
1308,1308,Ashiana,7.6,49,847434748
1312,1312,Ashley,3.7,12,847435337
1313,1313,Ashok Chakra: Tribute to Real Heroes,4.8,8,847434832
1314,1314,Ashok Vatika,9.3,7,847434880
1315,1315,Ashoka the Great,6.5,"13,502",847434802
1324,1324,Asli Naqli,4.3,38,847434832
1325,1325,Asli-Naqli,7.5,257,847435238
1335,1335,Astitva,7.3,645,847434882
1336,1336,Astounding Courage in Distress,7.3,33,847435129
1340,1340,Ata Pata Lapatta,5.4,86,847434748
1341,1341,Atal Faisla,8.8,5,847435292
1342,1342,Ateet,4.3,204,847434801
1343,1343,Athbhutha Dweepu,5.4,278,847435337
1345,1345,Athidhi,5.6,"1,807",847435311
1347,1347,Atishbaz,2.9,36,847435129
1348,1348,Atithee,6,20,847434960
1350,1350,Atithi Kab Aoge Shhamshan,5.9,7,847435258
1351,1351,Atithi Tum Kab Jaoge?,6.4,"5,383",847435311
1352,1352,Atkan Chatkan,8.2,"1,763",847434801
1362,1362,Attahaasa,6.9,138,847435258
1370,1370,Aulad,5.3,25,847434747
1372,1372,Aulad Ke Dushman,3.8,36,847434747
1374,1374,Aunty No. 1,4.3,583,847435238
1378,1378,Aur Kaun?,6,24,847434832
1379,1379,Aur Pappu Pass Ho Gaya,4.2,36,847435292
1381,1381,Aurangzeb,6.5,"3,985",847434962
1383,1383,Aurat,7.2,30,847435258
1385,1385,Aurat,7.4,59,845553522
1399,1399,Aurat Teri Yehi Kahani,4.2,16,845554296
1402,1402,Auto Driver,4.8,44,845554349
1405,1405,Autohead,5.9,355,845553938
1406,1406,Autumn,6.4,223,845553757
1407,1407,Auzaar,4.5,976,845554264
1409,1409,Avalude Ravukal,6.5,64,845555281
1410,1410,Avam,5.7,58,845553253
1414,1414,Avinash,6,44,845553489
1415,1415,Avsar,6,27,845555588
1416,1416,Avtaar,7.2,571,845554505
1417,1417,Awaara,7.9,"3,813",845553819
1418,1418,Awaargi,5.9,150,845553559
1419,1419,Awaaz,6.2,46,845553382
1423,1423,Awara Badal,5.1,17,845553382
1426,1426,Awara Paagal Deewana,6.2,"7,775",845553875
1431,1431,Awarapan,7.3,"6,737",845554397
1432,1432,Awasaan,8.7,21,845553695
1434,1434,Awesome Mausam,3.6,5,845555362
1435,1435,Axone,7,"1,979",845555402
